sku_id,kategori,arsvolum,cv_target,pris,leveringstid_dager,lt_variabilitet,holdbarhet_dager,substitusjonsgrad,kampanjer_ar
S01667,premium,59.24,0.554,556.87,17.29,0.306,290.9,0.18,0.97
S01668,premium,223.58,1.465,1259.26,16.23,0.154,727.2,0.195,2.56
S01669,sesong,1462.85,0.937,31.87,10.21,0.305,169.8,0.468,4.53
S01670,reservedel,32.09,1.243,694.97,36.74,0.578,2435.4,0.191,0.02
S01671,kampanje,3065.13,1.083,43.69,7.29,0.322,117.6,0.464,8.05
S01672,daglig,3737.07,0.372,21.76,4.83,0.103,27.9,0.78,2.01
S01673,premium,69.94,1.426,1065.15,14.0,0.211,278.6,0.308,1.86
S01674,ferskvare,4362.69,0.546,62.33,2.08,0.237,5.8,0.653,5.98
S01675,sesong,3080.58,0.794,52.64,15.18,0.236,197.4,0.172,8.21
S01676,ferskvare,3419.33,0.305,56.76,1.2,0.151,3.2,0.653,3.08
S01677,ferskvare,3923.26,0.298,42.36,1.19,0.184,6.7,0.563,4.13
S01678,frossen,2138.65,0.572,112.8,12.61,0.398,280.4,0.349,2.14
S01679,ikke-mat,250.73,1.179,431.95,7.1,0.366,1416.2,0.348,2.12
S01680,sesong,1389.13,0.795,142.22,10.38,0.242,254.0,0.226,4.25
S01681,premium,182.53,0.756,1189.9,4.39,0.16,261.9,0.137,1.29
S01682,reservedel,90.0,1.481,1413.9,46.02,0.321,1987.3,0.116,0.68
S01683,reservedel,49.8,2.407,3129.32,61.75,0.202,2920.1,0.172,0.19
S01684,ferskvare,5337.37,0.522,25.9,2.93,0.119,3.7,0.364,1.75
S01685,sesong,3235.97,0.58,130.93,19.0,0.334,344.6,0.462,7.47
S01686,reservedel,133.82,2.473,462.19,20.13,0.374,1551.1,0.185,1.81
S01687,daglig,2775.3,0.277,45.38,2.4,0.11,21.8,0.614,4.44
S01688,ferskvare,1745.15,0.268,66.04,1.84,0.167,6.4,0.595,2.1
S01689,frossen,2548.97,0.278,152.83,9.64,0.256,494.1,0.495,5.72
S01690,ikke-mat,299.9,0.975,302.95,14.47,0.394,873.7,0.101,0.38
S01691,reservedel,29.79,1.919,2756.27,54.47,0.365,1331.2,0.277,1.13
S01692,premium,113.87,1.536,544.03,10.96,0.183,339.8,0.22,2.1
S01693,reservedel,80.51,2.269,2818.04,12.68,0.509,1151.1,0.209,0.74
S01694,kampanje,7239.87,0.689,84.5,5.26,0.234,122.2,0.435,16.45
S01695,frossen,1076.99,0.492,166.0,26.14,0.216,347.2,0.5,2.87
S01696,ikke-mat,472.66,0.92,278.93,14.15,0.383,1255.9,0.363,1.01
S01697,daglig,3631.72,0.189,20.01,3.2,0.287,14.5,0.408,2.85
S01698,premium,212.64,0.943,1475.45,11.11,0.402,240.8,0.241,2.36
S01699,ikke-mat,1303.24,0.929,250.34,21.92,0.209,1556.1,0.225,0.37
S01700,ikke-mat,468.06,1.446,403.47,27.3,0.247,1301.4,0.5,0.98
S01701,frossen,2850.46,0.241,188.16,17.25,0.379,369.6,0.469,5.09
S01702,ferskvare,5539.26,0.47,84.3,2.91,0.245,4.9,0.553,3.76
S01703,sesong,1428.64,0.494,110.52,10.03,0.21,119.0,0.42,9.75
S01704,frossen,2485.89,0.578,180.84,11.58,0.231,185.2,0.238,4.33
S01705,sesong,1127.65,0.757,76.75,20.75,0.341,297.5,0.417,9.84
S01706,kampanje,5107.13,1.122,26.48,9.54,0.301,35.7,0.335,8.26
S01707,premium,86.3,0.965,1500.39,14.05,0.352,220.3,0.352,0.44
S01708,kampanje,2125.55,0.886,113.0,13.98,0.357,139.4,0.511,15.99
S01709,sesong,2157.92,0.942,157.35,10.17,0.198,130.0,0.294,4.57
S01710,sesong,1376.31,0.487,43.48,9.43,0.305,158.6,0.288,7.6
S01711,ferskvare,4763.02,0.506,36.46,2.29,0.168,6.6,0.693,4.87
S01712,premium,111.31,0.65,1247.14,6.57,0.233,849.2,0.323,2.16
S01713,reservedel,18.53,2.475,2850.21,60.94,0.292,2277.1,0.221,1.95
S01714,premium,135.67,0.86,747.76,8.19,0.395,237.7,0.208,2.14
S01715,frossen,3022.47,0.444,121.23,27.62,0.35,533.8,0.275,5.05
S01716,ferskvare,4185.24,0.499,50.07,1.42,0.107,6.0,0.626,1.81
S01717,frossen,7532.86,0.423,87.34,25.5,0.328,414.1,0.461,4.89
S01718,ikke-mat,374.21,1.707,164.32,25.91,0.463,1315.8,0.339,0.44
S01719,premium,35.37,0.59,378.34,20.88,0.25,627.7,0.175,1.94
S01720,ferskvare,1951.29,0.527,53.44,1.03,0.172,1.3,0.631,1.57
S01721,daglig,4002.61,0.209,36.96,3.84,0.291,9.0,0.631,6.32
S01722,sesong,1866.3,0.768,142.35,17.6,0.337,279.8,0.258,9.44
S01723,premium,90.72,1.342,1595.65,19.5,0.175,1109.4,0.161,2.34
S01724,sesong,2406.42,0.541,138.27,12.39,0.259,356.3,0.363,7.12
S01725,daglig,7681.72,0.158,26.67,3.38,0.206,22.9,0.472,5.61
S01726,daglig,9074.6,0.206,42.95,2.18,0.206,24.1,0.414,4.0
S01727,frossen,1333.21,0.489,136.02,10.44,0.348,329.4,0.245,5.8
S01728,reservedel,2.08,2.167,759.22,18.23,0.497,2694.3,0.082,1.49
S01729,premium,371.62,1.366,1186.85,12.13,0.382,877.4,0.382,2.45
S01730,frossen,3385.97,0.386,192.96,25.8,0.238,213.4,0.346,5.52
S01731,kampanje,3275.01,0.729,108.71,4.33,0.285,86.6,0.514,14.73
S01732,reservedel,432.64,1.248,2587.13,14.57,0.397,1281.5,0.096,0.55
S01733,reservedel,34.21,1.409,2673.82,15.15,0.507,1447.6,0.275,0.01
S01734,ikke-mat,179.0,1.347,280.92,25.38,0.189,971.7,0.445,3.55
S01735,daglig,3195.2,0.379,48.98,5.55,0.269,16.5,0.66,4.9
S01736,ferskvare,2321.68,0.538,60.13,1.12,0.202,2.7,0.328,4.03
S01737,kampanje,2231.48,0.554,77.69,4.07,0.385,70.1,0.648,8.15
S01738,ikke-mat,128.61,1.142,353.44,28.56,0.332,884.0,0.118,2.33
S01739,frossen,2026.23,0.392,161.3,24.81,0.22,288.4,0.557,3.7
S01740,ferskvare,6696.38,0.556,32.44,2.79,0.16,4.6,0.431,3.64
S01741,sesong,960.17,0.657,73.54,14.85,0.158,111.1,0.184,6.08
S01742,daglig,12243.41,0.191,39.88,4.98,0.237,13.4,0.742,5.67
S01743,premium,70.9,0.766,959.6,7.28,0.356,574.9,0.146,0.45
S01744,frossen,2465.3,0.376,35.5,18.39,0.26,338.6,0.574,5.48
S01745,reservedel,16.03,2.087,2960.19,39.37,0.24,2964.6,0.003,1.53
S01746,frossen,1896.92,0.243,163.98,21.48,0.312,459.3,0.541,3.83
S01747,reservedel,170.56,1.192,2719.45,34.93,0.55,899.2,0.033,0.08
S01748,reservedel,21.13,2.314,1336.3,15.44,0.349,1739.8,0.193,1.3
S01749,kampanje,1831.95,0.968,45.89,8.07,0.323,90.4,0.312,10.67
S01750,daglig,4149.62,0.225,50.89,3.87,0.195,24.7,0.553,3.43
S01751,daglig,6775.77,0.291,50.47,3.83,0.183,13.9,0.48,6.98
S01752,daglig,13088.08,0.421,11.35,4.09,0.112,24.9,0.485,5.4
S01753,sesong,2344.04,0.539,133.57,12.06,0.153,208.5,0.425,6.01
S01754,reservedel,50.94,2.099,1505.57,29.4,0.491,1800.9,0.051,0.64
S01755,ferskvare,5079.84,0.332,25.01,1.11,0.247,4.2,0.592,4.86
S01756,reservedel,24.97,2.258,3079.83,54.51,0.485,1986.4,0.252,0.18
S01757,ferskvare,2149.92,0.448,81.97,2.21,0.104,5.3,0.672,4.21
S01758,ikke-mat,800.54,1.59,394.52,13.6,0.316,1603.1,0.464,0.59
S01759,frossen,3341.46,0.508,179.37,19.19,0.223,226.7,0.543,3.39
S01760,sesong,6216.54,0.601,134.87,12.9,0.184,155.4,0.481,6.02
S01761,kampanje,2931.72,0.748,101.47,11.86,0.287,164.0,0.452,18.37
S01762,ferskvare,3198.08,0.372,79.13,2.8,0.213,5.0,0.626,4.54
S01763,ferskvare,1527.1,0.481,59.09,2.77,0.171,2.1,0.386,5.23
S01764,kampanje,2312.89,1.115,25.56,7.92,0.36,91.1,0.629,9.2
S01765,daglig,6394.89,0.417,14.68,3.35,0.232,29.5,0.739,7.08
S01766,frossen,2176.47,0.426,176.67,25.26,0.36,458.4,0.552,2.46
S01767,kampanje,945.8,0.904,37.65,9.03,0.329,154.2,0.625,8.59
S01768,kampanje,1222.14,0.563,108.82,5.74,0.325,115.6,0.55,14.76
S01769,ikke-mat,335.06,0.708,196.71,18.66,0.264,1475.1,0.227,3.31
S01770,ikke-mat,393.47,1.523,123.39,18.2,0.262,1295.5,0.185,3.18
S01771,frossen,9161.91,0.485,135.22,24.41,0.244,374.7,0.356,4.98
S01772,frossen,2920.35,0.371,142.53,16.67,0.248,299.0,0.54,2.83
S01773,premium,35.09,1.504,254.35,12.55,0.17,1362.6,0.232,1.26
S01774,kampanje,2662.5,0.92,34.5,11.99,0.298,115.0,0.636,10.22
S01775,premium,313.33,1.365,293.67,17.31,0.3,899.1,0.269,0.17
S01776,sesong,1370.56,0.73,152.83,5.74,0.24,170.2,0.143,9.66
S01777,ferskvare,2504.16,0.581,17.64,2.96,0.225,2.3,0.54,4.99
S01778,reservedel,75.26,1.501,2042.4,18.83,0.247,1451.9,0.222,0.73
S01779,kampanje,1433.1,0.676,85.05,5.08,0.334,90.1,0.569,12.58
S01780,frossen,1268.23,0.222,182.39,12.64,0.209,343.1,0.29,3.84
S01781,sesong,1242.96,0.75,157.12,12.42,0.158,309.9,0.189,4.23
S01782,premium,478.12,0.861,721.85,8.45,0.328,1142.0,0.381,0.28
S01783,ferskvare,12576.27,0.284,42.81,2.25,0.217,2.3,0.567,4.23
S01784,sesong,948.7,0.607,127.51,17.03,0.198,249.5,0.37,4.92
S01785,ferskvare,3185.92,0.521,15.05,2.0,0.128,4.9,0.572,3.51
S01786,ferskvare,4087.24,0.36,38.5,2.49,0.12,5.6,0.562,5.42
S01787,sesong,1738.1,0.469,148.63,15.81,0.275,283.5,0.214,7.23
S01788,kampanje,4545.0,0.609,115.88,12.92,0.393,151.3,0.418,14.98
S01789,ikke-mat,314.59,0.784,396.73,11.01,0.206,468.5,0.385,0.74
S01790,daglig,3512.5,0.201,25.29,5.76,0.197,13.0,0.468,2.11
S01791,ferskvare,7513.69,0.259,22.72,1.64,0.213,1.4,0.571,4.1
S01792,kampanje,2278.51,0.67,99.43,12.65,0.395,151.3,0.35,19.37
S01793,kampanje,5032.11,0.657,113.64,5.56,0.355,90.8,0.59,9.1
S01794,premium,578.34,1.063,1640.61,6.39,0.183,431.2,0.124,2.94
S01795,ferskvare,5054.4,0.533,33.51,1.44,0.201,3.4,0.634,4.19
S01796,daglig,4341.66,0.329,53.32,3.46,0.247,16.6,0.617,6.4
S01797,kampanje,1085.89,0.612,92.5,10.08,0.265,41.4,0.67,11.78
S01798,daglig,4037.26,0.18,38.87,3.06,0.269,22.7,0.402,5.39
S01799,daglig,4735.62,0.336,20.25,5.6,0.215,11.8,0.792,5.28
S01800,sesong,1361.16,0.709,154.72,11.79,0.235,200.6,0.212,4.13
S01801,ikke-mat,449.16,1.483,88.47,15.02,0.152,814.6,0.368,1.16
S01802,frossen,5192.13,0.391,145.41,25.56,0.337,493.8,0.523,4.27
S01803,premium,207.56,1.463,286.21,19.95,0.248,1125.8,0.199,2.86
S01804,kampanje,3395.08,0.78,106.75,6.74,0.255,164.8,0.632,9.27
S01805,ikke-mat,130.84,0.858,296.16,8.1,0.314,738.5,0.442,2.22
S01806,frossen,5389.55,0.571,170.78,12.57,0.392,210.5,0.317,3.54
S01807,daglig,2704.61,0.317,54.72,2.96,0.134,15.2,0.458,7.68
S01808,sesong,788.17,0.848,127.25,8.89,0.178,191.0,0.432,5.31
S01809,daglig,6119.5,0.21,37.14,2.06,0.202,16.1,0.752,6.33
S01810,daglig,5732.11,0.387,49.56,4.65,0.286,25.5,0.488,4.29
S01811,ferskvare,3821.04,0.584,61.17,1.63,0.241,5.2,0.406,5.53
S01812,kampanje,9011.82,0.886,67.92,13.24,0.253,80.0,0.564,18.64
S01813,kampanje,7666.31,1.166,97.73,7.46,0.272,100.4,0.57,14.73
S01814,daglig,6087.53,0.166,50.95,2.23,0.276,8.0,0.451,3.08
S01815,ikke-mat,396.92,1.387,407.04,18.11,0.336,831.2,0.42,0.44
S01816,sesong,3073.52,0.498,57.84,14.39,0.175,90.7,0.43,3.83
S01817,daglig,9790.2,0.419,45.38,2.24,0.279,16.5,0.519,6.04
S01818,frossen,1085.66,0.321,93.02,10.28,0.319,520.6,0.367,5.98
S01819,premium,206.43,1.521,1300.89,4.97,0.248,289.7,0.281,2.99
S01820,sesong,5360.84,0.584,104.2,14.1,0.196,289.0,0.135,7.36
S01821,ikke-mat,319.0,1.361,319.22,16.0,0.429,1108.6,0.214,3.81
S01822,ferskvare,4928.15,0.283,85.96,2.55,0.116,4.1,0.314,3.94
S01823,premium,428.37,1.059,564.1,12.74,0.391,455.5,0.266,1.06
S01824,reservedel,7.54,2.093,2260.22,32.67,0.44,2627.7,0.204,1.15
S01825,frossen,1301.25,0.222,193.81,8.28,0.381,365.5,0.567,4.26
S01826,premium,543.72,1.293,1040.18,9.54,0.151,501.2,0.386,0.83
S01827,ikke-mat,352.89,0.97,446.44,6.17,0.354,1038.8,0.131,0.86
S01828,premium,32.18,0.619,1481.64,14.25,0.18,547.1,0.141,2.39
S01829,daglig,4822.11,0.313,34.14,4.57,0.107,7.8,0.54,6.13
S01830,frossen,2974.07,0.311,70.65,21.35,0.205,340.6,0.37,2.96
S01831,premium,46.39,1.121,438.36,10.3,0.303,220.6,0.283,2.25
S01832,frossen,1295.04,0.281,69.43,13.4,0.378,273.1,0.321,4.96
S01833,kampanje,4765.65,0.843,82.49,11.31,0.265,125.5,0.51,9.61
S01834,daglig,5235.25,0.376,56.08,4.88,0.149,16.9,0.555,2.21
S01835,ferskvare,1622.92,0.251,78.53,1.29,0.175,5.7,0.542,1.85
S01836,ferskvare,2026.76,0.515,79.11,1.64,0.105,4.6,0.39,4.9
S01837,reservedel,33.31,2.545,1903.79,64.26,0.457,1252.5,0.24,1.39
S01838,ikke-mat,110.72,0.892,183.25,25.54,0.172,1289.5,0.314,0.68
S01839,sesong,921.88,0.458,127.09,16.72,0.28,184.9,0.111,8.61
S01840,sesong,1798.23,0.59,153.08,9.83,0.201,356.9,0.134,4.12
S01841,ikke-mat,258.69,1.661,352.25,29.4,0.156,1269.5,0.147,3.64
S01842,ferskvare,4818.64,0.356,77.08,2.26,0.115,4.6,0.69,2.54
S01843,sesong,4255.39,0.657,86.02,16.4,0.271,152.1,0.14,8.79
S01844,daglig,1279.06,0.352,53.03,2.07,0.272,24.3,0.779,3.4
S01845,premium,184.3,1.518,1788.27,10.5,0.312,398.3,0.308,2.51
S01846,kampanje,1351.14,0.775,116.33,5.2,0.299,113.2,0.515,17.09
S01847,reservedel,19.01,1.206,1740.59,51.67,0.406,1761.6,0.015,1.57
S01848,frossen,3682.74,0.306,80.6,8.33,0.342,212.3,0.319,5.97
S01849,ikke-mat,285.09,1.064,166.08,5.15,0.449,1055.8,0.388,3.83
S01850,ferskvare,3656.45,0.486,23.9,1.92,0.227,1.4,0.696,3.9
S01851,sesong,1555.95,0.743,94.34,8.45,0.248,63.9,0.5,5.32
S01852,ferskvare,4965.94,0.525,68.46,2.78,0.241,2.1,0.456,4.43
S01853,ferskvare,2218.09,0.252,83.56,2.44,0.185,3.6,0.695,4.68
S01854,daglig,2846.37,0.398,11.09,2.22,0.14,22.1,0.65,3.95
S01855,reservedel,23.75,2.22,1580.34,35.13,0.21,2852.5,0.231,0.64
S01856,reservedel,35.69,1.931,1227.05,46.93,0.374,3292.7,0.216,0.22
S01857,frossen,5507.26,0.574,134.56,7.58,0.347,148.8,0.551,5.79
S01858,premium,299.64,1.086,1163.3,10.72,0.175,1368.9,0.199,0.94
S01859,daglig,1700.8,0.433,27.47,3.04,0.261,16.7,0.787,7.41
S01860,sesong,2107.33,0.495,121.28,20.8,0.225,328.9,0.263,9.8
S01861,reservedel,224.95,1.714,235.15,33.7,0.566,1400.4,0.285,0.2
S01862,ikke-mat,202.32,1.759,311.66,27.48,0.497,1302.1,0.413,0.13
S01863,reservedel,31.3,2.301,2194.04,46.86,0.573,980.4,0.286,0.2
S01864,ferskvare,6694.45,0.471,40.61,2.37,0.216,6.0,0.372,1.91
S01865,daglig,2002.42,0.191,25.93,5.36,0.29,25.9,0.4,5.41
S01866,daglig,3653.63,0.263,31.4,5.77,0.227,13.2,0.657,7.71
S01867,sesong,4573.77,0.558,49.9,19.38,0.15,286.0,0.135,7.33
S01868,daglig,3241.17,0.409,51.13,4.74,0.176,10.8,0.654,4.98
S01869,ferskvare,1665.72,0.36,15.16,2.8,0.187,5.4,0.361,3.02
S01870,daglig,5708.18,0.225,45.07,2.93,0.142,7.3,0.513,3.48
S01871,ferskvare,2350.52,0.312,57.61,1.45,0.164,6.3,0.588,4.26
S01872,premium,107.28,0.637,1404.72,13.22,0.337,1428.1,0.204,2.4
S01873,ferskvare,7431.26,0.269,61.2,1.6,0.204,5.2,0.482,3.68
S01874,frossen,2401.13,0.387,179.77,8.59,0.396,105.1,0.283,4.83
S01875,kampanje,2214.01,0.65,92.36,9.79,0.213,99.0,0.383,19.61
S01876,daglig,3640.47,0.329,34.09,4.31,0.291,14.8,0.7,4.68
S01877,ikke-mat,2214.17,0.873,83.45,7.54,0.486,1516.1,0.198,2.12
S01878,ikke-mat,833.75,1.023,226.0,22.96,0.23,1133.5,0.184,0.01
S01879,premium,298.52,1.595,489.62,16.31,0.434,1005.1,0.389,2.98
S01880,ikke-mat,217.96,1.799,300.33,17.43,0.471,1578.2,0.144,1.21
S01881,daglig,15598.13,0.22,25.2,4.08,0.115,29.1,0.596,3.14
S01882,kampanje,1828.61,1.069,83.4,8.65,0.266,165.1,0.609,16.62
S01883,kampanje,3874.15,1.012,62.36,13.61,0.379,141.0,0.607,13.08
S01884,ferskvare,3575.51,0.317,59.65,1.74,0.152,6.7,0.366,5.15
S01885,kampanje,1348.78,0.576,62.92,8.54,0.264,130.3,0.494,8.89
S01886,kampanje,6245.67,0.616,26.29,6.08,0.34,134.4,0.645,17.08
S01887,reservedel,32.1,0.91,2099.07,27.38,0.3,3576.2,0.052,0.06
S01888,frossen,1688.45,0.322,99.91,8.7,0.281,527.5,0.478,3.9
S01889,daglig,13447.21,0.333,22.72,2.61,0.239,27.0,0.761,7.05
S01890,kampanje,3445.52,1.063,112.64,4.23,0.282,60.6,0.699,19.15
S01891,sesong,1945.99,0.926,33.8,8.01,0.273,301.9,0.453,5.1
S01892,premium,127.85,1.0,243.16,18.55,0.251,435.1,0.223,2.13
S01893,daglig,14415.11,0.202,57.19,4.2,0.173,11.6,0.798,6.32
S01894,premium,54.63,0.6,518.85,7.46,0.183,474.0,0.135,1.13
S01895,frossen,3678.98,0.532,76.91,25.63,0.382,521.9,0.272,2.98
S01896,ferskvare,1029.98,0.299,21.42,1.15,0.191,5.8,0.404,5.67
S01897,reservedel,206.84,1.592,292.21,64.91,0.497,2731.6,0.205,0.57
S01898,premium,78.85,1.515,1383.18,11.44,0.164,216.2,0.141,1.79
S01899,ikke-mat,137.29,0.81,160.21,6.35,0.496,1505.1,0.292,2.3
S01900,premium,336.08,0.78,496.63,8.35,0.224,893.6,0.192,2.19
S01901,ikke-mat,213.51,1.742,178.96,20.88,0.15,1440.9,0.301,0.83
S01902,frossen,2456.53,0.483,144.35,20.97,0.287,377.7,0.429,2.96
S01903,kampanje,2872.77,1.085,63.35,8.36,0.397,164.2,0.397,18.92
S01904,frossen,2146.9,0.541,65.25,15.94,0.397,133.7,0.536,3.98
S01905,sesong,3438.72,0.725,144.48,18.91,0.153,140.8,0.235,6.74
S01906,daglig,7080.44,0.267,50.73,2.69,0.24,17.6,0.428,3.06
S01907,frossen,6076.82,0.235,170.8,23.94,0.216,489.7,0.584,2.17
S01908,sesong,3696.75,0.59,116.42,7.8,0.313,316.8,0.491,9.95
S01909,daglig,6762.33,0.232,16.28,2.6,0.287,22.7,0.42,7.91
S01910,daglig,6263.98,0.243,33.54,4.91,0.235,17.7,0.605,2.26
S01911,kampanje,2742.29,0.725,84.89,8.29,0.285,53.9,0.685,10.69
S01912,frossen,2283.07,0.276,151.02,16.16,0.283,483.8,0.504,4.08
S01913,frossen,3624.04,0.583,151.29,22.96,0.38,523.9,0.233,5.99
S01914,ferskvare,3404.4,0.395,40.23,2.61,0.198,2.2,0.544,1.71
S01915,daglig,3400.2,0.341,17.26,2.38,0.152,21.0,0.773,6.67
S01916,ferskvare,6069.25,0.366,23.38,2.78,0.175,1.6,0.514,4.38
S01917,sesong,1701.83,0.761,35.21,11.92,0.315,364.6,0.248,3.14
S01918,kampanje,3856.38,0.73,109.28,11.12,0.281,144.3,0.436,14.26
S01919,reservedel,311.3,1.432,2843.05,37.71,0.327,829.3,0.126,1.0
S01920,reservedel,64.46,1.372,1231.69,48.55,0.557,2623.6,0.194,1.63
S01921,frossen,3158.86,0.22,92.69,27.98,0.266,476.9,0.234,3.84
S01922,sesong,1017.79,0.551,78.43,15.42,0.248,317.5,0.462,6.37
S01923,reservedel,206.04,1.37,1380.14,44.96,0.418,2384.2,0.269,0.56
S01924,reservedel,61.75,1.849,1610.33,27.96,0.322,1858.2,0.229,0.95
S01925,sesong,1880.69,0.782,153.4,13.47,0.281,206.2,0.372,6.05
S01926,sesong,1901.59,0.943,123.65,14.74,0.246,277.0,0.151,5.28
S01927,kampanje,2422.8,0.564,95.59,6.27,0.366,165.7,0.367,16.51
S01928,daglig,6645.87,0.426,34.22,3.52,0.159,27.8,0.49,6.97
S01929,ikke-mat,259.73,1.141,91.84,8.15,0.249,1484.3,0.392,0.82
S01930,sesong,1390.26,0.498,123.07,17.69,0.329,330.2,0.235,4.78
S01931,ferskvare,3189.28,0.271,38.57,2.52,0.204,6.9,0.444,2.38
S01932,reservedel,46.28,2.23,748.62,66.86,0.405,3014.6,0.248,0.96
S01933,daglig,7708.5,0.393,51.2,4.26,0.144,29.3,0.779,5.72
S01934,ikke-mat,1060.6,1.203,200.19,16.51,0.166,1166.7,0.366,0.44
S01935,kampanje,5415.4,1.066,118.59,6.53,0.368,55.8,0.352,16.75
S01936,kampanje,5822.07,1.066,48.26,6.13,0.31,47.3,0.411,9.99
S01937,reservedel,36.05,1.105,1989.03,45.09,0.415,2138.8,0.199,1.7
S01938,kampanje,1978.29,1.079,26.15,8.82,0.302,59.6,0.336,8.9
S01939,daglig,3454.7,0.197,50.44,5.6,0.158,10.8,0.564,7.29
S01940,daglig,3855.25,0.183,59.23,4.0,0.168,27.6,0.771,4.98
S01941,ferskvare,2293.41,0.327,50.87,1.46,0.193,5.6,0.688,5.21
S01942,kampanje,831.54,0.687,73.17,6.58,0.203,143.2,0.443,8.79
S01943,reservedel,11.94,2.054,575.35,40.86,0.561,878.9,0.191,1.44
S01944,frossen,2913.47,0.26,184.7,13.77,0.21,127.4,0.383,2.16
S01945,kampanje,7229.2,0.559,101.0,13.81,0.206,138.7,0.7,17.57
S01946,premium,157.37,1.473,1332.69,8.26,0.217,836.1,0.212,0.99
S01947,reservedel,85.37,2.099,1113.72,24.26,0.251,1049.7,0.188,0.22
S01948,sesong,3276.33,0.59,33.35,18.69,0.224,164.6,0.147,7.62
S01949,reservedel,190.85,1.972,2825.33,47.35,0.512,2760.9,0.139,1.38
S01950,kampanje,1780.53,0.554,89.86,6.62,0.308,46.7,0.309,8.18
S01951,daglig,4220.79,0.19,37.96,3.6,0.296,25.6,0.459,4.5
S01952,sesong,3928.9,0.631,94.43,15.72,0.278,168.9,0.382,5.03
S01953,premium,94.27,0.824,1455.5,17.64,0.297,292.3,0.336,1.22
S01954,premium,245.29,1.189,899.1,4.58,0.445,493.2,0.253,2.0
S01955,sesong,548.4,0.774,94.19,13.45,0.341,337.8,0.145,5.58
S01956,daglig,5415.16,0.426,50.83,3.55,0.277,15.7,0.508,5.66
S01957,frossen,1669.23,0.582,79.6,17.71,0.345,161.3,0.518,4.33
S01958,kampanje,1706.33,1.114,62.67,5.77,0.239,147.8,0.674,12.54
S01959,ferskvare,1712.68,0.479,42.81,1.85,0.151,3.8,0.557,3.71
S01960,daglig,3881.04,0.297,33.03,4.18,0.122,10.5,0.612,3.65
S01961,sesong,7470.0,0.56,115.33,11.3,0.182,306.7,0.273,9.41
S01962,ikke-mat,836.31,1.652,376.36,7.6,0.336,1319.4,0.298,1.56
S01963,frossen,2090.85,0.586,174.63,24.16,0.345,380.7,0.555,4.45
S01964,reservedel,20.32,1.89,400.85,66.96,0.459,2348.0,0.059,1.03
S01965,kampanje,1303.93,0.943,69.93,6.53,0.305,99.3,0.641,18.73
S01966,kampanje,2344.3,0.758,23.81,13.25,0.398,49.1,0.574,13.1
S01967,frossen,5647.5,0.573,197.13,10.02,0.298,493.1,0.47,3.74
S01968,sesong,2322.95,0.469,109.5,18.76,0.151,108.8,0.307,6.93
S01969,ferskvare,4393.32,0.51,33.22,2.29,0.184,3.6,0.536,4.48
S01970,kampanje,1118.87,0.912,63.61,8.3,0.298,97.8,0.476,10.52
S01971,premium,164.15,1.5,1199.75,3.88,0.348,642.7,0.379,2.81
S01972,ikke-mat,2437.98,1.281,417.67,21.25,0.456,598.7,0.462,2.65
S01973,frossen,1908.13,0.202,126.14,21.96,0.203,433.2,0.461,3.1
S01974,kampanje,1671.24,0.635,102.4,12.66,0.297,106.1,0.461,12.14
S01975,ferskvare,3419.29,0.391,37.49,2.31,0.222,2.0,0.402,1.52
S01976,premium,80.21,0.948,1441.4,12.75,0.166,980.1,0.339,1.18
S01977,daglig,4364.42,0.157,50.78,5.22,0.278,9.1,0.443,7.24
S01978,sesong,588.81,0.646,104.53,5.94,0.279,348.3,0.37,6.25
S01979,ferskvare,6077.24,0.27,65.25,1.12,0.146,4.7,0.386,1.19
S01980,reservedel,809.94,1.386,1742.85,25.67,0.475,3344.4,0.026,1.57
S01981,premium,317.26,0.893,530.1,4.35,0.381,1195.8,0.399,2.8
S01982,sesong,3770.17,0.517,31.39,13.5,0.322,141.7,0.18,6.07
S01983,reservedel,249.64,2.129,1523.08,32.38,0.376,2971.4,0.226,0.86
S01984,reservedel,60.6,1.137,84.27,16.8,0.266,2741.5,0.245,1.47
S01985,frossen,7104.2,0.585,79.36,10.05,0.231,493.0,0.241,3.36
S01986,ikke-mat,253.12,1.336,288.29,24.66,0.35,1607.5,0.134,3.44
S01987,daglig,2109.81,0.443,56.99,5.38,0.282,15.8,0.491,3.1
S01988,frossen,6847.71,0.531,196.85,24.81,0.326,154.0,0.266,3.89
S01989,kampanje,3662.24,1.145,88.38,7.12,0.377,119.8,0.593,12.63
S01990,premium,184.44,0.514,1060.64,16.69,0.441,1322.1,0.126,2.94
S01991,ikke-mat,551.5,1.499,412.35,28.74,0.439,664.2,0.162,0.24
S01992,sesong,1067.76,0.694,44.21,12.44,0.263,280.5,0.266,5.23
S01993,ikke-mat,200.65,0.925,57.93,28.64,0.414,658.6,0.326,2.38
S01994,ikke-mat,323.26,0.83,432.68,17.7,0.217,1529.5,0.288,2.55
S01995,ferskvare,2563.4,0.308,87.98,2.25,0.225,1.1,0.606,3.42
S01996,kampanje,3215.52,0.783,82.09,4.36,0.209,149.8,0.35,8.17
S01997,daglig,4284.78,0.325,51.95,4.98,0.109,19.9,0.617,4.1
S01998,reservedel,42.66,2.539,539.22,18.71,0.494,2051.4,0.239,0.28
S01999,frossen,2103.2,0.598,50.64,25.15,0.277,97.6,0.404,3.12
